Территория,Прогноз на ближайшие 5 лет,timestamp
Липецкая область,"{""headers"": [""\u0413\u043e\u0434"", ""\u041f\u0440\u043e\u0433\u043d\u043e\u0437 \u0443\u0440\u043e\u0432\u043d\u044f \u0431\u0435\u0437\u0440\u0430\u0431\u043e\u0442\u0438\u0446\u044b (%)""], ""data"": [[""2020"", ""3.52""], [""2021"", ""3.42""], [""2022"", ""3.62""], [""2023"", ""3.42""], [""2024"", ""4.06""]], ""metadata"": {""display_value"": null, ""styling"": null}}",2024-12-26 11:17:13.355726
